Water_Test_ID,Location_ID,Test_Date,Source_Type,pH,Turbidity_NTU,TDS_mgL,Hardness_mgL,Chloride_mgL,Nitrate_mgL,Arsenic_mgL,Fluoride_mgL,Ecoli_Presence,Test_By
WQT_AIT_PON_20250418,VLG_AIT_01,2025-04-18,Pond,7.24,18.27,169.54,77.74,8.73,9.62,0.0021,0.551,False,IoT_Sensor
WQT_AIT_RIV_20250418,VLG_AIT_01,2025-04-18,River,7.15,15.07,131.84,98.07,9.13,5.01,0.0015,0.454,True,IoT_Sensor
WQT_AIT_WEL_20250418,VLG_AIT_01,2025-04-18,Well,7.26,4.69,225.05,68.08,30.11,11.84,0.006,0.961,False,IoT_Sensor
WQT_IMF_WEL_20250418,VLG_IMF_01,2025-04-18,Well,7.23,1.53,44.27,39.31,19.64,8.45,0.0045,0.6,False,IoT_Sensor
WQT_IMF_LAK_20250418,VLG_IMF_01,2025-04-18,Lake,6.98,11.02,219.41,113.77,7.66,9.15,0.0027,0.388,True,IoT_Sensor
WQT_IMF_HAN_20250418,VLG_IMF_01,2025-04-18,Handpump,7.88,1.63,190.31,92.37,45.13,14.07,0.0189,0.935,False,IoT_Sensor
WQT_TIN_HAN_20250418,VLG_TIN_01,2025-04-18,Handpump,7.75,3.64,411.57,131.75,38.63,22.39,0.0101,0.619,False,IoT_Sensor
WQT_TIN_BOR_20250418,VLG_TIN_01,2025-04-18,Borewell,7.94,1.54,568.49,103.87,37.93,23.69,0.0237,1.447,False,IoT_Sensor
WQT_TIN_PON_20250418,VLG_TIN_01,2025-04-18,Pond,6.97,11.13,254.54,136.45,17.94,10.6,0.0018,0.36,False,IoT_Sensor
WQT_PAS_RIV_20250418,VLG_PAS_01,2025-04-18,River,6.92,12.31,93.93,125.63,12.74,4.7,0.001,0.292,False,IoT_Sensor
WQT_PAS_STR_20250418,VLG_PAS_01,2025-04-18,Stream,7.1,4.11,120.72,61.08,6.22,3.4,0.0012,0.038,False,IoT_Sensor
WQT_PAS_HAN_20250418,VLG_PAS_01,2025-04-18,Handpump,7.6,1.01,258.05,160.52,36.41,19.3,0.0012,0.515,False,IoT_Sensor
WQT_GAU_RIV_20250419,VLG_GAU_01,2025-04-19,River,7.05,13.94,60.0,65.36,14.43,1.95,0.0021,0.205,False,IoT_Sensor
WQT_GAU_HAN_20250419,VLG_GAU_01,2025-04-19,Handpump,8.04,1.97,284.02,147.59,36.37,8.82,0.0149,0.642,False,IoT_Sensor
WQT_GAU_PON_20250419,VLG_GAU_01,2025-04-19,Pond,7.21,13.44,198.69,44.84,24.15,11.64,0.0025,0.518,False,IoT_Sensor
WQT_SIL_WEL_20250419,VLG_SIL_01,2025-04-19,Well,7.26,0.66,257.94,244.07,17.21,11.79,0.0049,0.545,True,IoT_Sensor
WQT_SIL_PON_20250419,VLG_SIL_01,2025-04-19,Pond,7.15,9.56,198.82,92.08,5.63,12.78,0.002,0.456,False,IoT_Sensor
WQT_SIL_HAN_20250419,VLG_SIL_01,2025-04-19,Handpump,7.64,0.36,336.37,309.95,50.61,19.64,0.0124,0.783,False,IoT_Sensor
WQT_AGR_BOR_20250419,VLG_AGR_01,2025-04-19,Borewell,7.72,1.55,245.86,117.07,61.26,20.61,0.015,1.041,False,IoT_Sensor
WQT_AGR_HAN_20250419,VLG_AGR_01,2025-04-19,Handpump,7.35,0.41,308.04,134.38,49.43,14.15,0.0194,0.537,False,IoT_Sensor
WQT_AGR_RIV_20250419,VLG_AGR_01,2025-04-19,River,6.71,10.83,174.2,91.15,14.25,7.34,0.0024,0.317,False,IoT_Sensor
WQT_KOH_SPR_20250419,VLG_KOH_01,2025-04-19,Spring,7.68,2.07,90.76,89.13,5.6,2.54,0.0008,0.314,False,IoT_Sensor
WQT_KOH_STR_20250419,VLG_KOH_01,2025-04-19,Stream,7.09,3.38,188.03,83.6,3.42,5.17,0.0006,0.222,False,IoT_Sensor
WQT_KOH_TAN_20250419,VLG_KOH_01,2025-04-19,Tanker,7.16,0.82,160.05,94.05,25.15,5.03,0.0026,0.442,False,IoT_Sensor
WQT_SHI_STR_20250419,VLG_SHI_01,2025-04-19,Stream,7.55,8.58,178.08,108.23,7.09,5.17,0.002,0.176,False,IoT_Sensor
WQT_SHI_RAI_20250419,VLG_SHI_01,2025-04-19,Rainwater Collector,6.62,6.27,63.93,8.73,7.87,2.38,0.0003,0.028,False,IoT_Sensor
WQT_SHI_SPR_20250419,VLG_SHI_01,2025-04-19,Spring,7.78,3.07,148.6,0.0,7.56,2.17,0.0006,0.031,False,IoT_Sensor
WQT_ITN_RIV_20250419,VLG_ITN_01,2025-04-19,River,7.02,11.78,172.98,70.46,16.54,1.6,0.0017,0.248,False,IoT_Sensor
WQT_ITN_GRA_20250419,VLG_ITN_01,2025-04-19,Gravity-fed System,7.5,3.83,95.09,47.9,11.93,4.41,0.0029,0.331,False,IoT_Sensor
WQT_ITN_STR_20250419,VLG_ITN_01,2025-04-19,Stream,7.46,6.92,103.08,65.61,8.65,5.12,0.0017,0.172,False,IoT_Sensor
WQT_AIT_PON_20250419,VLG_AIT_01,2025-04-19,Pond,6.9,8.38,252.04,99.64,18.82,10.91,0.0041,0.279,False,IoT_Sensor
WQT_AIT_RIV_20250419,VLG_AIT_01,2025-04-19,River,7.34,10.8,146.71,60.07,15.66,3.55,0.0029,0.139,False,IoT_Sensor
WQT_AIT_WEL_20250419,VLG_AIT_01,2025-04-19,Well,6.67,0.49,247.37,145.48,27.06,15.54,0.0057,0.447,False,IoT_Sensor
WQT_IMF_WEL_20250419,VLG_IMF_01,2025-04-19,Well,6.93,2.87,352.87,154.02,28.01,7.78,0.0073,0.724,False,IoT_Sensor
WQT_IMF_LAK_20250419,VLG_IMF_01,2025-04-19,Lake,6.79,11.14,82.7,123.91,23.67,10.76,0.0035,0.373,False,IoT_Sensor
WQT_IMF_HAN_20250419,VLG_IMF_01,2025-04-19,Handpump,7.9,2.36,266.66,147.89,31.89,8.06,0.0087,0.9,False,IoT_Sensor
WQT_TIN_HAN_20250419,VLG_TIN_01,2025-04-19,Handpump,7.56,0.0,121.25,246.01,13.57,7.7,0.0159,1.217,False,IoT_Sensor
WQT_TIN_BOR_20250419,VLG_TIN_01,2025-04-19,Borewell,7.62,1.21,305.99,101.14,28.61,14.29,0.0174,0.288,False,IoT_Sensor
WQT_TIN_PON_20250419,VLG_TIN_01,2025-04-19,Pond,6.65,8.6,321.04,96.54,14.37,11.39,0.0029,0.318,False,IoT_Sensor
WQT_PAS_RIV_20250419,VLG_PAS_01,2025-04-19,River,7.39,8.52,124.82,97.25,19.38,6.17,0.0025,0.317,False,IoT_Sensor
WQT_PAS_STR_20250419,VLG_PAS_01,2025-04-19,Stream,7.26,5.6,158.76,98.07,10.07,5.46,0.0013,0.197,False,IoT_Sensor
WQT_PAS_HAN_20250419,VLG_PAS_01,2025-04-19,Handpump,7.86,1.53,143.12,149.62,29.73,12.95,0.0037,0.814,False,IoT_Sensor
WQT_GAU_RIV_20250420,VLG_GAU_01,2025-04-20,River,7.18,6.45,139.18,91.1,11.1,3.9,0.0039,0.449,False,IoT_Sensor
WQT_GAU_HAN_20250420,VLG_GAU_01,2025-04-20,Handpump,7.77,1.25,270.75,237.7,32.0,16.37,0.0144,0.603,False,IoT_Sensor
WQT_GAU_PON_20250420,VLG_GAU_01,2025-04-20,Pond,6.9,13.46,168.62,109.27,14.79,9.7,0.0032,0.464,False,IoT_Sensor
WQT_SIL_WEL_20250420,VLG_SIL_01,2025-04-20,Well,7.32,1.21,291.12,95.66,27.67,6.48,0.0047,0.694,False,IoT_Sensor
WQT_SIL_PON_20250420,VLG_SIL_01,2025-04-20,Pond,6.8,8.48,142.32,65.34,14.14,12.94,0.0012,0.361,False,IoT_Sensor
WQT_SIL_HAN_20250420,VLG_SIL_01,2025-04-20,Handpump,7.59,1.31,227.0,179.64,31.68,9.53,0.0093,0.799,False,IoT_Sensor
WQT_AGR_BOR_20250420,VLG_AGR_01,2025-04-20,Borewell,7.84,1.52,453.75,108.43,26.23,22.9,0.0195,0.702,False,IoT_Sensor
WQT_AGR_HAN_20250420,VLG_AGR_01,2025-04-20,Handpump,7.6,2.28,338.5,231.37,51.48,16.26,0.0051,0.98,False,IoT_Sensor
WQT_AGR_RIV_20250420,VLG_AGR_01,2025-04-20,River,7.13,5.41,126.89,109.5,7.7,4.16,0.0032,0.422,False,IoT_Sensor
WQT_KOH_SPR_20250420,VLG_KOH_01,2025-04-20,Spring,7.14,2.11,113.41,84.39,5.16,2.33,0.0024,0.248,False,IoT_Sensor
WQT_KOH_STR_20250420,VLG_KOH_01,2025-04-20,Stream,6.99,3.84,119.93,64.33,1.55,0.39,0.0013,0.112,False,IoT_Sensor
WQT_KOH_TAN_20250420,VLG_KOH_01,2025-04-20,Tanker,7.08,0.81,149.27,68.25,28.14,6.11,0.0003,0.382,False,IoT_Sensor
WQT_SHI_STR_20250420,VLG_SHI_01,2025-04-20,Stream,7.63,4.96,61.45,99.22,10.12,2.93,0.0013,0.024,False,IoT_Sensor
WQT_SHI_RAI_20250420,VLG_SHI_01,2025-04-20,Rainwater Collector,6.49,2.46,61.52,15.59,7.13,1.56,0.0009,0.106,False,IoT_Sensor
WQT_SHI_SPR_20250420,VLG_SHI_01,2025-04-20,Spring,7.75,3.19,81.1,50.8,10.94,3.11,0.0007,0.233,False,IoT_Sensor
WQT_ITN_RIV_20250420,VLG_ITN_01,2025-04-20,River,6.96,6.19,259.91,105.29,16.73,2.6,0.0017,0.341,False,IoT_Sensor
WQT_ITN_GRA_20250420,VLG_ITN_01,2025-04-20,Gravity-fed System,7.6,1.53,90.21,50.25,10.67,3.59,0.0016,0.257,False,IoT_Sensor
WQT_ITN_STR_20250420,VLG_ITN_01,2025-04-20,Stream,7.53,4.46,85.38,71.32,9.8,2.91,0.0003,0.164,False,IoT_Sensor
WQT_AIT_PON_20250420,VLG_AIT_01,2025-04-20,Pond,6.41,13.98,249.59,157.0,26.21,4.33,0.0026,0.461,False,IoT_Sensor
WQT_AIT_RIV_20250420,VLG_AIT_01,2025-04-20,River,7.57,1.34,83.96,96.97,17.22,4.45,0.0032,0.226,False,IoT_Sensor
WQT_AIT_WEL_20250420,VLG_AIT_01,2025-04-20,Well,6.66,0.0,296.02,150.3,20.18,6.71,0.0044,0.892,False,IoT_Sensor
WQT_IMF_WEL_20250420,VLG_IMF_01,2025-04-20,Well,6.57,3.64,287.7,195.66,51.21,12.2,0.001,0.872,False,IoT_Sensor
WQT_IMF_LAK_20250420,VLG_IMF_01,2025-04-20,Lake,7.35,14.07,153.14,88.23,21.62,6.81,0.0037,0.436,False,IoT_Sensor
WQT_IMF_HAN_20250420,VLG_IMF_01,2025-04-20,Handpump,7.9,1.57,147.17,201.47,45.63,8.72,0.0163,0.495,False,IoT_Sensor
WQT_TIN_HAN_20250420,VLG_TIN_01,2025-04-20,Handpump,7.56,2.6,449.8,231.41,40.34,13.22,0.0019,0.739,False,IoT_Sensor
WQT_TIN_BOR_20250420,VLG_TIN_01,2025-04-20,Borewell,7.87,0.93,381.01,169.04,41.86,12.17,0.0132,0.634,False,IoT_Sensor
WQT_TIN_PON_20250420,VLG_TIN_01,2025-04-20,Pond,6.84,8.25,191.49,120.23,22.67,5.9,0.0032,0.468,False,IoT_Sensor
WQT_PAS_RIV_20250420,VLG_PAS_01,2025-04-20,River,7.24,3.51,241.21,72.17,15.6,4.95,0.0018,0.497,True,IoT_Sensor
WQT_PAS_STR_20250420,VLG_PAS_01,2025-04-20,Stream,7.54,9.47,141.8,25.06,8.39,3.09,0.0006,0.053,False,IoT_Sensor
WQT_PAS_HAN_20250420,VLG_PAS_01,2025-04-20,Handpump,7.55,0.0,118.45,128.8,50.33,12.06,0.0155,0.535,False,IoT_Sensor
WQT_GAU_RIV_20250421,VLG_GAU_01,2025-04-21,River,7.2,11.49,164.06,114.03,24.11,4.8,0.0025,0.311,False,IoT_Sensor
WQT_GAU_HAN_20250421,VLG_GAU_01,2025-04-21,Handpump,7.88,0.0,206.99,102.82,60.05,12.64,0.0062,1.085,False,IoT_Sensor
WQT_GAU_PON_20250421,VLG_GAU_01,2025-04-21,Pond,7.3,12.85,277.16,53.22,22.16,13.63,0.0033,0.472,False,IoT_Sensor
WQT_SIL_WEL_20250421,VLG_SIL_01,2025-04-21,Well,6.94,5.97,269.53,38.15,35.54,11.03,0.0062,0.225,False,IoT_Sensor
WQT_SIL_PON_20250421,VLG_SIL_01,2025-04-21,Pond,7.19,15.91,144.66,25.19,22.94,6.98,0.0037,0.241,False,IoT_Sensor
WQT_SIL_HAN_20250421,VLG_SIL_01,2025-04-21,Handpump,7.6,2.72,214.32,242.56,62.2,8.75,0.0118,0.902,False,IoT_Sensor
WQT_AGR_BOR_20250421,VLG_AGR_01,2025-04-21,Borewell,7.91,0.7,396.78,240.95,66.95,12.36,0.0262,0.738,False,IoT_Sensor
WQT_AGR_HAN_20250421,VLG_AGR_01,2025-04-21,Handpump,7.46,0.31,271.47,227.1,49.05,11.12,0.0209,0.745,False,IoT_Sensor
WQT_AGR_RIV_20250421,VLG_AGR_01,2025-04-21,River,7.13,11.22,129.41,73.24,20.45,7.22,0.002,0.292,False,IoT_Sensor
WQT_KOH_SPR_20250421,VLG_KOH_01,2025-04-21,Spring,7.57,1.72,57.37,65.88,8.86,2.56,0.0,0.074,False,IoT_Sensor
WQT_KOH_STR_20250421,VLG_KOH_01,2025-04-21,Stream,6.91,0.96,187.89,53.05,7.51,2.25,0.0004,0.191,False,IoT_Sensor
WQT_KOH_TAN_20250421,VLG_KOH_01,2025-04-21,Tanker,7.15,0.9,138.6,68.39,33.52,5.7,0.001,0.66,False,IoT_Sensor
WQT_SHI_STR_20250421,VLG_SHI_01,2025-04-21,Stream,7.39,2.02,123.8,94.69,10.65,3.77,0.0024,0.247,False,IoT_Sensor
WQT_SHI_RAI_20250421,VLG_SHI_01,2025-04-21,Rainwater Collector,6.19,1.98,47.6,17.01,6.13,2.48,0.0005,0.1,False,IoT_Sensor
WQT_SHI_SPR_20250421,VLG_SHI_01,2025-04-21,Spring,7.64,4.92,132.25,49.27,8.84,2.34,0.0028,0.036,False,IoT_Sensor
WQT_ITN_RIV_20250421,VLG_ITN_01,2025-04-21,River,7.16,2.3,261.04,92.67,7.25,4.55,0.0028,0.398,False,IoT_Sensor
WQT_ITN_GRA_20250421,VLG_ITN_01,2025-04-21,Gravity-fed System,7.14,3.25,72.75,66.46,6.35,2.92,0.0018,0.069,False,IoT_Sensor
WQT_ITN_STR_20250421,VLG_ITN_01,2025-04-21,Stream,7.52,2.61,145.73,69.34,8.31,1.43,0.0012,0.112,False,IoT_Sensor
WQT_AIT_PON_20250421,VLG_AIT_01,2025-04-21,Pond,6.61,10.1,226.85,96.47,17.86,7.06,0.0042,0.4,False,IoT_Sensor
WQT_AIT_RIV_20250421,VLG_AIT_01,2025-04-21,River,7.26,10.29,143.75,87.99,13.07,5.08,0.0035,0.417,False,IoT_Sensor
WQT_AIT_WEL_20250421,VLG_AIT_01,2025-04-21,Well,6.66,2.21,239.91,148.11,29.98,3.42,0.0061,0.709,False,IoT_Sensor
WQT_IMF_WEL_20250421,VLG_IMF_01,2025-04-21,Well,7.34,3.02,256.86,123.84,46.5,14.18,0.0072,0.291,False,IoT_Sensor
WQT_IMF_LAK_20250421,VLG_IMF_01,2025-04-21,Lake,6.56,13.56,183.2,82.91,19.6,10.25,0.0026,0.469,True,IoT_Sensor
WQT_IMF_HAN_20250421,VLG_IMF_01,2025-04-21,Handpump,7.59,0.31,417.8,195.93,33.03,16.44,0.0205,1.07,False,IoT_Sensor
WQT_TIN_HAN_20250421,VLG_TIN_01,2025-04-21,Handpump,7.48,1.82,226.09,278.68,44.94,3.93,0.0252,0.948,False,IoT_Sensor
WQT_TIN_BOR_20250421,VLG_TIN_01,2025-04-21,Borewell,7.8,2.18,460.33,138.26,76.47,11.7,0.0125,0.86,False,IoT_Sensor
WQT_TIN_PON_20250421,VLG_TIN_01,2025-04-21,Pond,6.75,10.8,254.49,131.83,29.21,5.6,0.0029,0.381,False,IoT_Sensor
WQT_PAS_RIV_20250421,VLG_PAS_01,2025-04-21,River,7.28,5.58,128.31,77.43,5.05,3.08,0.0018,0.351,False,IoT_Sensor
WQT_PAS_STR_20250421,VLG_PAS_01,2025-04-21,Stream,7.43,5.57,193.46,67.32,15.01,4.25,0.0014,0.282,False,IoT_Sensor
WQT_PAS_HAN_20250421,VLG_PAS_01,2025-04-21,Handpump,7.66,0.38,292.82,124.8,33.45,7.9,0.0082,1.319,False,IoT_Sensor
WQT_GAU_RIV_20250422,VLG_GAU_01,2025-04-22,River,7.25,13.6,178.2,70.29,17.33,7.1,0.0035,0.44,False,IoT_Sensor
WQT_GAU_HAN_20250422,VLG_GAU_01,2025-04-22,Handpump,7.47,0.84,319.58,41.15,22.0,16.28,0.0108,0.341,False,IoT_Sensor
WQT_GAU_PON_20250422,VLG_GAU_01,2025-04-22,Pond,6.46,5.47,255.84,113.81,15.62,6.37,0.0014,0.372,False,IoT_Sensor
WQT_SIL_WEL_20250422,VLG_SIL_01,2025-04-22,Well,6.77,2.24,327.97,116.04,21.27,10.21,0.0055,0.237,False,IoT_Sensor
WQT_SIL_PON_20250422,VLG_SIL_01,2025-04-22,Pond,6.81,4.83,228.84,102.25,26.1,11.67,0.0028,0.411,False,IoT_Sensor
WQT_SIL_HAN_20250422,VLG_SIL_01,2025-04-22,Handpump,7.35,2.28,203.56,292.17,55.85,12.19,0.0062,0.777,False,IoT_Sensor
WQT_AGR_BOR_20250422,VLG_AGR_01,2025-04-22,Borewell,7.83,0.53,380.64,240.78,49.31,24.23,0.0165,0.259,False,IoT_Sensor
WQT_AGR_HAN_20250422,VLG_AGR_01,2025-04-22,Handpump,7.78,1.66,199.57,45.51,9.92,13.6,0.0194,0.839,False,IoT_Sensor
WQT_AGR_RIV_20250422,VLG_AGR_01,2025-04-22,River,7.08,2.34,116.46,43.42,21.8,3.93,0.0022,0.347,True,IoT_Sensor
WQT_KOH_SPR_20250422,VLG_KOH_01,2025-04-22,Spring,7.29,3.61,27.64,56.35,12.25,3.1,0.002,0.058,False,IoT_Sensor
WQT_KOH_STR_20250422,VLG_KOH_01,2025-04-22,Stream,7.19,4.03,96.06,74.34,8.34,3.73,0.0024,0.226,False,IoT_Sensor
WQT_KOH_TAN_20250422,VLG_KOH_01,2025-04-22,Tanker,7.33,0.8,173.72,65.86,21.69,3.04,0.0012,0.633,False,IoT_Sensor
WQT_SHI_STR_20250422,VLG_SHI_01,2025-04-22,Stream,7.16,2.13,85.51,84.06,6.43,4.68,0.0018,0.205,False,IoT_Sensor
WQT_SHI_RAI_20250422,VLG_SHI_01,2025-04-22,Rainwater Collector,6.57,4.15,56.04,21.07,4.67,3.46,0.0019,0.124,False,IoT_Sensor
WQT_SHI_SPR_20250422,VLG_SHI_01,2025-04-22,Spring,7.43,2.98,110.78,48.34,9.92,3.64,0.0018,0.101,False,IoT_Sensor
WQT_ITN_RIV_20250422,VLG_ITN_01,2025-04-22,River,7.55,9.04,184.75,67.35,21.15,4.69,0.001,0.337,False,IoT_Sensor
WQT_ITN_GRA_20250422,VLG_ITN_01,2025-04-22,Gravity-fed System,7.45,3.31,76.44,83.68,10.69,5.72,0.0004,0.301,False,IoT_Sensor
WQT_ITN_STR_20250422,VLG_ITN_01,2025-04-22,Stream,7.38,8.44,112.09,112.32,19.48,5.77,0.0013,0.034,False,IoT_Sensor
WQT_AIT_PON_20250422,VLG_AIT_01,2025-04-22,Pond,6.52,8.01,209.87,123.76,10.58,14.71,0.0036,0.344,False,IoT_Sensor
WQT_AIT_RIV_20250422,VLG_AIT_01,2025-04-22,River,6.95,8.72,160.77,72.84,7.38,4.79,0.002,0.425,False,IoT_Sensor
WQT_AIT_WEL_20250422,VLG_AIT_01,2025-04-22,Well,7.12,1.82,107.05,127.97,41.86,18.21,0.0029,0.326,False,IoT_Sensor
WQT_IMF_WEL_20250422,VLG_IMF_01,2025-04-22,Well,7.03,2.6,400.12,174.55,32.58,13.26,0.005,0.7,False,IoT_Sensor
WQT_IMF_LAK_20250422,VLG_IMF_01,2025-04-22,Lake,7.37,6.12,210.99,116.31,11.83,10.91,0.0031,0.277,False,IoT_Sensor
WQT_IMF_HAN_20250422,VLG_IMF_01,2025-04-22,Handpump,7.72,0.31,251.43,157.86,37.91,9.63,0.0184,0.87,False,IoT_Sensor
WQT_TIN_HAN_20250422,VLG_TIN_01,2025-04-22,Handpump,7.64,0.0,312.08,268.87,65.41,7.39,0.0076,0.59,False,IoT_Sensor
WQT_TIN_BOR_20250422,VLG_TIN_01,2025-04-22,Borewell,7.45,0.88,352.5,280.98,44.58,13.68,0.0131,0.503,False,IoT_Sensor
WQT_TIN_PON_20250422,VLG_TIN_01,2025-04-22,Pond,6.34,8.91,215.19,140.77,23.22,6.34,0.0029,0.323,True,IoT_Sensor
WQT_PAS_RIV_20250422,VLG_PAS_01,2025-04-22,River,7.03,1.94,167.5,86.0,14.91,6.56,0.002,0.148,False,IoT_Sensor
WQT_PAS_STR_20250422,VLG_PAS_01,2025-04-22,Stream,7.5,7.71,99.19,55.32,6.05,1.73,0.0011,0.103,False,IoT_Sensor
WQT_PAS_HAN_20250422,VLG_PAS_01,2025-04-22,Handpump,7.61,2.84,193.26,172.0,37.94,7.4,0.0017,0.699,False,IoT_Sensor
WQT_GAU_RIV_20250423,VLG_GAU_01,2025-04-23,River,6.89,9.52,144.62,68.01,13.78,7.85,0.0013,0.236,False,IoT_Sensor
WQT_GAU_HAN_20250423,VLG_GAU_01,2025-04-23,Handpump,7.36,1.31,315.81,172.55,37.35,14.22,0.014,0.379,False,IoT_Sensor
WQT_GAU_PON_20250423,VLG_GAU_01,2025-04-23,Pond,6.35,22.58,127.81,103.15,17.11,11.7,0.0024,0.359,False,IoT_Sensor
WQT_SIL_WEL_20250423,VLG_SIL_01,2025-04-23,Well,6.65,3.02,221.02,116.31,35.3,8.35,0.0056,0.84,False,IoT_Sensor
WQT_SIL_PON_20250423,VLG_SIL_01,2025-04-23,Pond,6.62,11.33,195.88,159.49,40.67,7.85,0.004,0.322,False,IoT_Sensor
WQT_SIL_HAN_20250423,VLG_SIL_01,2025-04-23,Handpump,7.51,1.21,113.73,223.95,52.79,15.17,0.0074,0.866,False,IoT_Sensor
WQT_AGR_BOR_20250423,VLG_AGR_01,2025-04-23,Borewell,8.04,2.17,90.24,279.31,61.75,15.75,0.0188,0.267,True,IoT_Sensor
WQT_AGR_HAN_20250423,VLG_AGR_01,2025-04-23,Handpump,7.32,1.78,519.4,182.83,42.41,6.47,0.0109,0.813,False,IoT_Sensor
WQT_AGR_RIV_20250423,VLG_AGR_01,2025-04-23,River,6.79,9.97,137.59,88.97,15.92,1.5,0.0009,0.243,False,IoT_Sensor
WQT_KOH_SPR_20250423,VLG_KOH_01,2025-04-23,Spring,7.44,1.55,99.47,25.43,12.84,3.51,0.0015,0.297,False,IoT_Sensor
WQT_KOH_STR_20250423,VLG_KOH_01,2025-04-23,Stream,6.94,4.82,72.67,62.14,12.11,6.28,0.0008,0.291,False,IoT_Sensor
WQT_KOH_TAN_20250423,VLG_KOH_01,2025-04-23,Tanker,7.02,1.62,172.82,78.4,13.23,4.41,0.0002,0.489,False,IoT_Sensor
WQT_SHI_STR_20250423,VLG_SHI_01,2025-04-23,Stream,7.13,7.82,106.89,88.63,5.64,4.82,0.0012,0.187,False,IoT_Sensor
WQT_SHI_RAI_20250423,VLG_SHI_01,2025-04-23,Rainwater Collector,6.17,6.81,66.78,14.6,1.49,0.64,0.0001,0.061,True,IoT_Sensor
WQT_SHI_SPR_20250423,VLG_SHI_01,2025-04-23,Spring,7.3,1.36,46.88,55.18,11.08,3.58,0.0013,0.131,False,IoT_Sensor
WQT_ITN_RIV_20250423,VLG_ITN_01,2025-04-23,River,7.02,6.94,152.17,120.66,13.09,6.95,0.0024,0.297,False,IoT_Sensor
WQT_ITN_GRA_20250423,VLG_ITN_01,2025-04-23,Gravity-fed System,7.41,1.7,91.47,64.55,6.71,3.79,0.0005,0.125,False,IoT_Sensor
WQT_ITN_STR_20250423,VLG_ITN_01,2025-04-23,Stream,7.32,4.0,117.26,27.5,10.8,5.36,0.002,0.084,False,IoT_Sensor
WQT_AIT_PON_20250423,VLG_AIT_01,2025-04-23,Pond,6.21,15.3,235.14,89.85,16.18,14.06,0.0038,0.264,False,IoT_Sensor
WQT_AIT_RIV_20250423,VLG_AIT_01,2025-04-23,River,7.43,11.97,198.06,65.8,16.1,5.01,0.0026,0.34,False,IoT_Sensor
WQT_AIT_WEL_20250423,VLG_AIT_01,2025-04-23,Well,6.96,2.06,128.83,157.51,26.42,5.55,0.0048,0.361,False,IoT_Sensor
WQT_IMF_WEL_20250423,VLG_IMF_01,2025-04-23,Well,7.06,3.24,327.79,76.56,29.46,12.14,0.0044,0.287,False,IoT_Sensor
WQT_IMF_LAK_20250423,VLG_IMF_01,2025-04-23,Lake,6.87,13.48,204.23,92.79,17.23,7.56,0.0021,0.341,False,IoT_Sensor
WQT_IMF_HAN_20250423,VLG_IMF_01,2025-04-23,Handpump,7.42,1.12,578.31,174.63,46.05,11.6,0.0213,0.851,False,IoT_Sensor
WQT_TIN_HAN_20250423,VLG_TIN_01,2025-04-23,Handpump,7.56,0.07,327.11,184.31,24.56,13.75,0.0099,0.589,False,IoT_Sensor
WQT_TIN_BOR_20250423,VLG_TIN_01,2025-04-23,Borewell,7.85,1.26,441.33,88.39,41.9,15.08,0.0193,0.537,False,IoT_Sensor
WQT_TIN_PON_20250423,VLG_TIN_01,2025-04-23,Pond,6.56,15.73,205.94,63.27,16.01,5.73,0.0048,0.355,False,IoT_Sensor
WQT_PAS_RIV_20250423,VLG_PAS_01,2025-04-23,River,6.91,8.49,242.8,104.87,13.44,2.53,0.0021,0.288,True,IoT_Sensor
WQT_PAS_STR_20250423,VLG_PAS_01,2025-04-23,Stream,7.29,1.9,112.98,92.29,13.54,4.76,0.0008,0.201,False,IoT_Sensor
WQT_PAS_HAN_20250423,VLG_PAS_01,2025-04-23,Handpump,7.87,1.5,381.3,80.07,55.07,15.73,0.0123,0.287,False,IoT_Sensor
WQT_GAU_RIV_20250424,VLG_GAU_01,2025-04-24,River,7.77,13.24,151.22,56.34,13.04,7.13,0.0008,0.251,False,IoT_Sensor
WQT_GAU_HAN_20250424,VLG_GAU_01,2025-04-24,Handpump,7.2,3.29,306.15,95.4,29.61,15.53,0.0165,0.615,False,IoT_Sensor
WQT_GAU_PON_20250424,VLG_GAU_01,2025-04-24,Pond,6.98,18.07,180.72,86.91,18.1,6.02,0.0038,0.305,False,IoT_Sensor
WQT_SIL_WEL_20250424,VLG_SIL_01,2025-04-24,Well,6.65,0.0,320.99,138.39,29.59,11.28,0.0062,0.271,False,IoT_Sensor
WQT_SIL_PON_20250424,VLG_SIL_01,2025-04-24,Pond,7.35,9.17,274.72,118.63,32.7,7.66,0.0024,0.139,False,IoT_Sensor
WQT_SIL_HAN_20250424,VLG_SIL_01,2025-04-24,Handpump,7.61,2.27,355.56,162.36,35.66,5.9,0.0132,0.775,False,IoT_Sensor
WQT_AGR_BOR_20250424,VLG_AGR_01,2025-04-24,Borewell,7.9,0.68,146.41,260.72,53.93,21.44,0.0325,1.012,False,IoT_Sensor
WQT_AGR_HAN_20250424,VLG_AGR_01,2025-04-24,Handpump,7.41,0.0,304.81,167.36,60.06,6.65,0.0258,0.822,False,IoT_Sensor
WQT_AGR_RIV_20250424,VLG_AGR_01,2025-04-24,River,7.11,4.54,111.98,102.91,26.34,3.44,0.0036,0.406,False,IoT_Sensor
